地区ID,地区名,戦闘形式,部隊名,プリセット
1218,初級8,昼戦,25,MXwzMDAtOS0yMjktMjI0LTY4OzExMS04LTM2Mi0yMjQtNjg7NTgtNy04My0zMi0yMzQ7MjM5LTE0LTEyLTI2OC0yMzQ7ODctMTMtMjI5LTMyNC02OHww
1218,初級8,昼戦,26,MXwyMjMtOS0xMi0zMi00MDE7MjM3LTgtOC0zMi0yMzQ7Mzk0LTctOC0zMi0yMzQ7Mzg1LTE0LTMwNS0zMi0yMzQ7MjY1LTEzLTgtMzItMjM0fDA=
1218,初級8,昼戦,27,MXwxMDUtOS04LTE3My0yMzQ7Mjc5LTgtOC0zMi0yMzQ7MzM1LTctMzA1LTMyLTIzNDsxMzQtMTQtMTItMzItMzYzOzcwLTEzLTEyLTMyLTIzNHww
1218,初級8,昼戦,28,MXwyOTgtOS04LTMyLTIzNDsxMjAtOC04LTMyLTIzNDs2OC03LTEyLTMyLTM3NzsxMDgtMTQtOC0zMi0yMzQ7MzE0LTEzLTEyLTMyLTIzNHww
1218,初級8,昼戦,29,MXwxNzAtOS0xMi0zMi0yMzQ7MjU4LTgtOC0zMi0yMzQ7MTA3LTctOC0zMi0yMzQ7MTMzLTE0LTEyLTMyLTIzNDsyMDExNC0xMy0zMDUtNzItMjEzfDA=
1218,初級8,昼戦,30,MXw3NC05LTEyLTMyLTIzNDsyMDIzMy04LTI2Ni03Mi0zODE7MTgzLTctMjI0LTIwLTU4OzIwMDk3LTE0LTE3OS03Mi0zODQ7MjAyODItMTMtMzM2LTc2LTMwNXww
1218,初級8,昼戦,31,MXwyMDMxMC05LTIyNC03Mi00MDQ7MjAyMjEtOC0yMjQtMTc2LTU4OzIwMDA4LTctMTgwLTIzOC0zNTE7MjAyMjgtMTQtNDAtMzM1LTE2ODsyMDAxMi0xMy0xNjctNzItMzUzfDA=
1218,初級8,昼戦,32,MXwyMDAxMC05LTE1NS03Mi0zNTU7MjAwMDctOC0yMjQtNzItMTcxOzM0Ny03LTIzNC0yMC0xMjsyMDEyNy0xNC0zOTYtMTgyLTEyOzIwMjEyLTEzLTIyNC03Mi0zMzR8MA==
1218,初級8,昼戦,33,MXwyMDE2MS05LTE5My0zNzItMzA1OzIxMy04LTIzNC0yMC0xMjsyMDIyMC03LTIyNC03Mi01ODsyMDExNS0xNC0xOTctMjg2LTY2OzI2MC0xMy0yMjQtNzItMzIwfDA=
1218,初級8,昼戦,34,MXwyMDAwMS05LTEyMi03Mi00MDsyMDAxMy04LTIyNC03Mi01ODsxMDQyLTctMjI0LTcyLTM4NzsyMDEwMS0xNC05Mi0zNTktMTU2OzE1MS0xMy0zNDctODAtMzA1fDA=
1218,初級8,昼戦,35,MXwyNDItOS0yNzgtNzItNTg7MjAxNTktOC0yNDAtODAtMzA1OzIwMDI2LTctNjItMzQ4LTE1NzsyMDE0My0xNC0xOTItMzkxLTY2OzIwMTAzLTEzLTkyLTM1OC0xMjV8MA==
1218,初級8,昼戦,36,MXwxNDItOS0zMzItNzItNTg7MjAxMDQtOC0yNjAtNzItMTI7MTY2LTctMjcwLTcyLTU4OzI5NC0xNC0zMDUtNzItNDA7OTYtMTMtMjI0LTcyLTIzN3ww
1218,初級8,昼戦,37,MXwxMjYtOS0xOTgtNzItNTg7MzI0LTgtMjkzLTgwLTMwNTs0LTctMjI0LTI3MS01ODsyMDAwNS0xNC0xMTMtNzItNDA7MTYzLTEzLTQ0LTE3NC0zMDV8MA==
1218,初級8,昼戦,38,MXwyNTAtOS0yMjQtNzItNTg7MjAwMDItOC0zNzUtMTAxLTU4OzIwMTUyLTctNDQtMjA2LTMwNTsxMDE3LTE0LTMwNS03Mi00MDszMjMtMTMtNDQtNzYtMzA1fDA=
1218,初級8,昼戦,39,MXwxMDM1LTktMjI0LTMyNy00MDsyMDAzMi04LTIzNC03Mi0xMzQ7Mjg1LTctMjI0LTcyLTU4OzEwMzQtMTQtNDQtNzYtMjUxOzEwMTgtMTMtMzA1LTcyLTE0N3ww
1218,初級8,昼戦,40,MXwzNTctOS0yMjQtNzItNTg7NDAwLTgtMzA1LTcyLTQwOzMwMy03LTMwNS03Mi00MDszOTktMTQtMzA1LTcyLTQwOzEwMDEtMTMtMjI0LTcyLTU4fDA=
1218,初級8,昼戦,41,MXwyMDA5MS05LTIyNC03Mi01ODsyNzItOC0yMjQtNzItNTg7MTg4LTctNDQtODAtMzA1OzM3NS0xNC0yMjQtNzItNTg7MzY5LTEzLTIyNC03Mi01OHww
1218,初級8,昼戦,42,MXwyMDE1NC05LTQ0LTgwLTMwNTsxNjQtOC00NC04MC0zMDU7MjI5LTctNDQtODAtMzA1OzM4Ny0xNC00NC03Ni0zMDU7Mzk4LTEzLTQ0LTgwLTMwNXww
1218,初級8,昼戦,43,MXwxMDQxLTktMzMxLTgwLTMwNTszNTEtOC00NC04MC0zMDU7MTAwOS03LTIyNC03Mi01ODsxMDEwLTE0LTIyNC03Mi01ODsxNjAtMTMtNDQtODAtMzA1fDA=
1218,初級8,昼戦,44,MXwxMDIyLTktMTQ1LTgwLTMwNTsxNTctOC00NC04MC0zMDU7Mzc2LTctNDAtNzItMTI7MTAwMi0xNC00NC04MC0zMDU7Mzk3LTEzLTQ0LTgwLTMwNXww
1218,初級8,昼戦,45,MXwxMDAtOS0yNzYtNzItNTg7MjAxNzgtOC0yMTQtNzItMTI7MjAxMzYtNy0yMzQtNzItMTI7MjgxLTE0LTQ0LTgwLTMwNTszNTAtMTMtNDQtODAtMzA1fDA=
1218,初級8,昼戦,46,MXwzNjYtOS00NC04MC0zMDU7Ni04LTMwNS0zNDYtNDA7MjAxMzEtNy00MC03Mi0zMDM7MzkxLTE0LTIzNC03Mi0xMjsyNDgtMTMtMjQ2LTcyLTQwfDA=
1218,初級8,昼戦,47,MXwzODQtOS00MC03Mi0xMjsyMDAyOS04LTIzNC03Mi0xMjsxNjUtNy00NC04MC0zMDU7MzcwLTE0LTIyNC03Mi01ODs5OS0xMy0yMjQtNzItNTh8MA==
1218,初級8,昼戦,48,MXwzMzEtOS0zMDUtNzItNDA7MzgzLTgtMjI0LTcyLTU4OzM3OS03LTIyNC03Mi01ODsyMDAyMS0xNC0yMzQtMjcyLTEyOzI2OS0xMy0zMDUtNzItNDB8MA==
1218,初級8,昼戦,49,MXwzMzItOS0zMDUtNzItNDA7MzUyLTgtNDQtODAtMzA1OzIwMi03LTMwNS03Mi00MDsyNDUtMTQtMjM0LTcyLTI3NzsxNC0xMy0yMjQtMTk1LTQwfDA=
1218,初級8,昼戦,50,MXwzNTQtOS0yMjQtNzItNTg7MTY4LTgtMjI0LTcyLTU4OzMtNy0xNjQtNzItNDA7MTUtMTQtMjQ1LTcyLTU4OzM0Ni0xMy0zMDUtNzItNDB8MA==
1218,初級8,昼戦,51,MXwzNTgtOS0yMjQtNzItNTg7MTEtOC0yOTEtNzItNTg7OTgtNy0zMDUtNzItNDA7MTEzLTE0LTE5NC03Mi01ODsyNDQtMTMtMjI0LTcyLTQwfDA=
1218,初級8,昼戦,52,MXwxMDIzLTktMjM0LTcyLTEyOzE0MC04LTIyNC03Mi01ODsxMDMwLTctMjUzLTcyLTEyOzEzNS0xNC0yMzQtNzItMjQ5OzE1Ni0xMy00NC03Ni0zMDV8MA==
1218,初級8,昼戦,53,MXwzMjYtOS00NC04MC0zMDU7MTIzLTgtMzAyLTcyLTU4OzE1My03LTQ0LTgwLTMwNTsxNTUtMTQtNDQtODAtMzA1OzIzMi0xMy0yMjQtNzItNTh8MA==
1218,初級8,昼戦,54,MXwxNjItOS00NC04MC0zMDU7MTAyNS04LTQ0LTE4Ni0zMDU7MTU4LTctNDQtODAtMzA1OzE4OS0xNC00NC04MC0zMDU7MjU5LTEzLTIzNC03Mi0xMnww
1218,初級8,昼戦,55,MXwxNjctOS0yMjQtNzItNTg7MTMyLTgtMjI0LTcyLTU4OzMwOS03LTMwNS03Mi00MDszNjctMTQtNDQtODAtMzA1OzE2LTEzLTIzNi03Mi0xMnww
1218,初級8,昼戦,56,MXwzNDEtOS0yMzQtNzItMTI7MjAwMzEtOC0yMzQtNzItMTI7MzAyLTctNDQtODAtMzA1OzMyMi0xNC0yMjQtNzItNTg7MzY4LTEzLTQ0LTgwLTMwNXww
1218,初級8,昼戦,57,MXwyNzctOS0yMjQtNzItNTg7NDAxLTgtMjM0LTcyLTEyOzIxMC03LTMwNS03Mi00MDszMTEtMTQtMjM0LTcyLTEyOzMxNS0xMy0yMzQtNzItMTJ8MA==
1218,初級8,昼戦,58,MXwxODYtOS0yMjQtNzItNTg7MzU5LTgtMjM0LTcyLTEyOzEzOS03LTM0NC03Mi00MDsxNDEtMTQtMjI0LTcyLTU4OzI4My0xMy00NC04MC0zMDV8MA==
1218,初級8,昼戦,59,MXwxMDE5LTktMjM0LTE0Ni0xMjsyMzQtOC0yMzQtNzItMTI7MzI1LTctNDQtODAtMzA1OzIwMDk0LTE0LTIzNC03Mi0xMjsyMDMtMTMtMjUwLTcyLTEyfDA=
1218,初級8,昼戦,60,MXwyMC05LTIzNC03Mi0xMjsyNTEtOC0yMzQtNzItMTI7Mjk5LTctNDQtODAtMzA1OzEwMjgtMTQtMjM0LTcyLTEyOzI4LTEzLTIzNC03Mi0xMnww
1218,初級8,昼戦,61,MXw5LTktMjY3LTcyLTQwOzI3OC04LTQ0LTgwLTMwNTs1OS03LTIzNC03Mi0xMjsxOTAtMTQtNDQtODAtMzA1OzIyNC0xMy0yMzQtNzItMTJ8MA==
1218,初級8,昼戦,62,MXwzMjEtOS00NC04MC0zMDU7MTAzNi04LTIzNC03Mi0xMjs5MC03LTIyNC03Mi01ODsxNzctMTQtMjM0LTcyLTEyOzM1My0xMy00NC04MC0zMDV8MA==
1218,初級8,昼戦,63,MXwyMDA5My05LTIzNC03Mi0xMjsyMTgtOC0yMzQtMjgwLTEyOzMyOC03LTIzNC03Mi0xMjszMzMtMTQtMjM0LTcyLTEyOzI5NS0xMy0yMzQtNzItMTJ8MA==
1218,初級8,昼戦,64,MXwzMzYtOS0yMzQtNzItMTI7Mjg2LTgtMjM0LTcyLTEyOzIzLTctMjM0LTcyLTEyOzMwNC0xNC0yMzQtNzItMTI7MzU1LTEzLTIzNC03Mi0xMnww
1218,初級8,昼戦,65,MXwzNjQtOS0yMzQtNzItMTI7MzYzLTgtMjM0LTcyLTEyOzI3LTctMjM0LTE4MS0xMjsxMDItMTQtMjM0LTcyLTEyOzEzNy0xMy0yMzQtNzItMTJ8MA==
1218,初級8,昼戦,66,MXwyODAtOS0yMzQtNzItMTI7MTUwLTgtMjM0LTcyLTEyOzM5Mi03LTIzNC03Mi0xMjszMDEtMTQtMjM0LTcyLTEyOzM4MC0xMy0yMzQtNzItMTJ8MA==
1218,初級8,昼戦,67,MXwxMTYtOS0yMzQtMzc4LTEyOzMyNy04LTIzNC03Mi0xMjsxNDQtNy0yMzQtNzItMTI7MjA5LTE0LTIzNC03Mi0xMjsxOC0xMy0yMzQtNzItMTJ8MA==
1218,初級8,昼戦,68,MXwyMjUtOS0yMzQtNzItMTI7MTkxLTgtMjM0LTcyLTEyOzE2OS03LTIzNC03Mi0xMjsxNy0xNC00MC03Mi0xNTQ7MTktMTMtMjM0LTcyLTEyfDA=
1218,初級8,昼戦,69,MXwxNzYtOS0yMzQtNzItMTI7MjkxLTgtMjM0LTcyLTEyOzI2Ny03LTIzNC03Mi0xMjsyNC0xNC0yMzQtNzItMjQ0OzIyLTEzLTIzNC03Mi0xMnww
1218,初級8,昼戦,70,MXw5Mi05LTIzNC03Mi0xMjszMy04LTIzNC03Mi0xMjsyNS03LTIzNC03Mi0xMjsyMDA1MC0xNC0yOTgtMTYwLTkwOzIwMDQ2LTEzLTIwLTEwNS0yOTd8MA==
1218,初級8,昼戦,71,MXwyMDAzOS05LTMzNy0xMTEtODY7MjAwNTMtOC0xNzAtNC0zNzE7MjAyNTYtNy0zODItNC05MDsyMDA5NS0xNC0yMjEtMTU4LTM2NTsyMDIwMC0xMy0yNDEtNC05MHww
1218,初級8,昼戦,72,MXwyNjEtOS0yMC0zMDAtOTA7MjAyNTItOC0xNzgtNC05MDsyMDEyNC03LTIwLTE5MS05MDszMTItMTQtMjAtNC0zNTQ7MjAyMzAtMTMtMjAtMjg3LTkwfDA=
1218,初級8,昼戦,73,MXwyMDAzNy05LTIwLTEyOS05MDszMTYtOC0yMC00LTkwOzM2LTctNTktNC05MDsyNjYtMTQtMjAtNC05MDsyOTYtMTMtMzM5LTQtOTB8MA==
1218,初級8,昼戦,74,MXwxMDMxLTktMjAtNC0yNTQ7Mzc3LTgtMzE4LTQtOTA7MTAyNC03LTIwLTQtMTgzOzIwMDQ0LTE0LTIwLTQtMTE1OzQ4LTEzLTIwLTIxNy05MHww
1218,初級8,昼戦,75,MXwyMzEtOS0yMC0yODMtOTA7MzE3LTgtMjAtNC0yNTk7MjIyLTctMjAtMjQ3LTkwOzIwMjAxLTE0LTI2Mi00LTkwOzMyOS0xMy0yMC00LTkwfDA=
1218,初級8,昼戦,76,MXwyMDQtOS0yMC00LTkwOzIyNi04LTIwLTQtOTA7MTAzNy03LTIwLTMyNS05MDsyMDA1MS0xNC0yMC0xMDQtOTA7MzQ4LTEzLTIwLTQtOTB8MA==
1218,初級8,昼戦,77,MXwyNTctOS0yMC00LTkwOzIwMDQ5LTgtMjEyLTQtOTA7MTk4LTctMjAtNC05MDsyNDctMTQtMjAtNC05MDsxNzktMTMtMjAtNC00MDV8MA==
1218,初級8,昼戦,78,MXwzODEtOS0yMC00LTkwOzEwMjAtOC0yMC00LTE0ODsxNDgtNy0yMC00LTkwOzQzLTE0LTI0Mi00LTkwOzEyOC0xMy0yMC00LTkwfDA=
1218,初級8,昼戦,79,MXwyNzAtOS0yMTEtNC05MDsxOTItOC0yMC00LTkwOzIxMS03LTIwLTQtOTA7MTk3LTE0LTIwLTQtOTA7MzcxLTEzLTIwLTQtOTB8MA==
1218,初級8,昼戦,80,MXwzODgtOS0yMC00LTkwOzM4OS04LTIwLTQtOTA7NDItNy0yMC00LTEwODsxNDYtMTQtMjAtNC05MDszMzQtMTMtMjAtNC05MHww
1218,初級8,昼戦,81,MXwxNDUtOS0yMC0yMDgtOTA7MzA1LTgtMjAtNC05MDszNC03LTIwLTI3OS05MDsxMTctMTQtMjAtNC05MDsyNzMtMTMtMjAtNC05MHww
1218,初級8,昼戦,82,MXwxODQtOS0yMC00LTkwOzQ3LTgtMjAtMzAxLTkwOzE4MC03LTI1OC00LTkwOzMzNy0xNC0yMC00LTkwOzUyLTEzLTIwLTE1My05MHww
1218,初級8,昼戦,83,MXwyMzUtOS0yMC00LTkwOzM2MC04LTIwLTQtOTA7MjY4LTctMjAtNC05MDs0MDItMTQtMjAtNC05MDszNS0xMy0yMC0zNDUtOTB8MA==
1218,初級8,昼戦,84,MXwzOC05LTIwLTE3Mi05MDszMjAtOC0yMC00LTkwOzI4NC03LTIwLTQtOTA7MjE3LTE0LTIwLTQtOTA7MjU1LTEzLTIwLTQtOTB8MA==
1218,初級8,昼戦,85,MXwxNzQtOS0zMjItNC05MDszMDgtOC0yMC00LTkwOzI0MS03LTIwLTQtOTA7MTQ3LTE0LTIwLTQtOTA7NDAtMTMtMjgxLTQtOTB8MA==
1218,初級8,昼戦,86,MXwxODItOS0yMC00LTkwOzQxLTgtMjAtNC05MHww
1224,中級4,昼戦,1,MXwyMDA1MC05LTI5OC0xNjAtOTA7MjAwNDYtOC0yMC0xMDUtMjk3OzIwMDM5LTctMzM3LTExMS04NjszNi0xNC01OS00LTkwOzQ4LTEzLTIwLTIxNy05MHww
1224,中級4,昼戦,2,MXwyMDA1My05LTE3MC00LTM3MTsyMDI1Ni04LTM4Mi00LTkwOzM4MS03LTIwLTQtOTA7MjAwOTUtMTQtMjIxLTE1OC0zNjU7NDItMTMtMjAtNC0xMDh8MA==
1224,中級4,昼戦,3,MXwyMDIwMC05LTI0MS00LTkwOzI2MS04LTIwLTMwMC05MDsyMDI1Mi03LTE3OC00LTkwOzIwMTI0LTE0LTIwLTE5MS05MDszMTItMTMtMjAtNC0zNTR8MA==
1224,中級4,昼戦,4,MXwyMDIzMC05LTIwLTI4Ny05MDsyMDAzNy04LTIwLTEyOS05MDszMTYtNy0yMC00LTkwOzM1LTE0LTIwLTM0NS05MDsyOTYtMTMtMzM5LTQtOTB8MA==
1224,中級4,昼戦,5,MXwyNjYtOS0yMC00LTkwOzEwMzEtOC0yMC00LTI1NDszNzctNy0zMTgtNC05MDsxMDI0LTE0LTIwLTQtMTgzOzIwMDQ0LTEzLTIwLTQtMTE1fDA=
1224,中級4,昼戦,6,MXwxNzQtOS0zMjItNC05MDsyMzEtOC0yMC0yODMtOTA7MzE3LTctMjAtNC0yNTk7MjIyLTE0LTIwLTI0Ny05MDsyMDIwMS0xMy0yNjItNC05MHww
1224,中級4,昼戦,7,MXwzMjktOS0yMC00LTkwOzIwNC04LTIwLTQtOTA7MTAzNy03LTIwLTMyNS05MDsyMjYtMTQtMjAtNC05MDsyMDA1MS0xMy0yMC0xMDQtOTB8MA==
1224,中級4,昼戦,8,MXwzNDgtOS0yMC00LTkwOzI1Ny04LTIwLTQtOTA7MjAwNDktNy0yMTItNC05MDsxOTgtMTQtMjAtNC05MDsyNDctMTMtMjAtNC05MHww
1224,中級4,昼戦,9,MXwxNzktOS0yMC00LTQwNTsxMDIwLTgtMjAtNC0xNDg7MTQ4LTctMjAtNC05MDs0My0xNC0yNDItNC05MDsxMjgtMTMtMjAtNC05MHww
1224,中級4,昼戦,10,MXwyNzAtOS0yMTEtNC05MDsxOTItOC0yMC00LTkwOzIxMS03LTIwLTQtOTA7MzcxLTE0LTIwLTQtOTA7Mzg4LTEzLTIwLTQtOTB8MA==
1224,中級4,昼戦,11,MXwxOTctOS0yMC00LTkwOzM4OS04LTIwLTQtOTA7MTQ2LTctMjAtNC05MDszMzQtMTQtMjAtNC05MDsxNDUtMTMtMjAtMjA4LTkwfDA=
1224,中級4,昼戦,12,MXwzMDUtOS0yMC00LTkwOzM0LTgtMjAtMjc5LTkwOzExNy03LTIwLTQtOTA7MjczLTE0LTIwLTQtOTA7MTg0LTEzLTIwLTQtOTB8MA==
1224,中級4,昼戦,13,MXw0Ny05LTIwLTMwMS05MDsxODAtOC0yNTgtNC05MDszMzctNy0yMC00LTkwOzUyLTE0LTIwLTE1My05MDsyMzUtMTMtMjAtNC05MHww
1224,中級4,昼戦,14,MXwzNjAtOS0yMC00LTkwOzIwMTE0LTgtMzA1LTcyLTIxMzsyNjgtNy0yMC00LTkwOzQwMi0xNC0yMC00LTkwOzIwMjMzLTEzLTI2Ni03Mi0zODF8MA==
1224,中級4,昼戦,15,MXwxODMtOS0yMjQtMjAtNTg7MzgtOC0yMC0xNzItOTA7MjAwOTctNy0xNzktNzItMzg0OzIwMDg4LTE0LTM2OS0yMjQtMTA3OzMyMC0xMy0yMC00LTkwfDA=
1224,中級4,昼戦,16,MXwyODQtOS0yMC00LTkwOzIxNy04LTIwLTQtOTA7MjU1LTctMjAtNC05MDsyMDI4Mi0xNC0zMzYtNzYtMzA1OzIwMzEwLTEzLTIyNC03Mi00MDR8MA==
1224,中級4,昼戦,17,MXwyMDEyNS05LTIzOS0xMzItNjg7MjAyMjEtOC0yMjQtMTc2LTU4OzIwMDA4LTctMTgwLTIzOC0zNTE7MzA4LTE0LTIwLTQtOTA7MjQxLTEzLTIwLTQtOTB8MA==
1224,中級4,昼戦,18,MXwyMDAxMi05LTE2Ny03Mi0zNTM7MTQ3LTgtMjAtNC05MDsyMDAxMC03LTE1NS03Mi0zNTU7MjAwMDctMTQtMjI0LTcyLTE3MTs0MC0xMy0yODEtNC05MHww
1224,中級4,昼戦,19,MXwyMDIxMi05LTIyNC03Mi0zMzQ7MjAwODEtOC0yMjktMTMxLTM4NTsxODItNy0yMC00LTkwOzIwMTYxLTE0LTE5My0zNzItMzA1OzIwMjIwLTEzLTIyNC03Mi01OHww
1224,中級4,昼戦,20,MXwyNjAtOS0yMjQtNzItMzIwOzIwMDAxLTgtMTIyLTcyLTQwOzQxLTctMjAtNC05MDsyMDAxMy0xNC0yMjQtNzItNTg7MTA0Mi0xMy0yMjQtNzItMzg3fDA=
1224,中級4,昼戦,21,MXwyMDA4MC05LTM2Ni0yMjAtNjg7MTUxLTgtMzQ3LTgwLTMwNTsyNDItNy0yNzgtNzItNTg7MjAxNTktMTQtMjQwLTgwLTMwNTsxNDItMTMtMzMyLTcyLTU4fDA=
1224,中級4,昼戦,22,MXwxNjYtOS0yNzAtNzItNTg7Mjk0LTgtMzA1LTcyLTQwOzk2LTctMjI0LTcyLTIzNzsxMjYtMTQtMTk4LTcyLTU4OzMyNC0xMy0yOTMtODAtMzA1fDA=
1224,中級4,昼戦,23,MXw0LTktMjI0LTI3MS01ODsyMDAwNS04LTExMy03Mi00MDsxNjMtNy00NC0xNzQtMzA1OzI1MC0xNC0yMjQtNzItNTg7MjAwMDItMTMtMzc1LTEwMS01OHww
1224,中級4,昼戦,24,MXwyMDA3NS05LTM0MC0xMTItNjE7MjAxNTItOC00NC0yMDYtMzA1OzEwMTctNy0zMDUtNzItNDA7MzIzLTE0LTQ0LTc2LTMwNTsxMDM1LTEzLTIyNC0zMjctNDB8MA==
1224,中級4,昼戦,25,MXwyODUtOS0yMjQtNzItNTg7MTAzNC04LTQ0LTc2LTI1MTsxMDE4LTctMzA1LTcyLTE0NzszNzQtMTQtMjI5LTIyNC02ODszNTctMTMtMjI0LTcyLTU4fDA=
1224,中級4,昼戦,26,MXw0MDAtOS0zMDUtNzItNDA7MzAzLTgtMzA1LTcyLTQwOzM5OS03LTMwNS03Mi00MDsxMDAxLTE0LTIyNC03Mi01ODsyMDA5MS0xMy0yMjQtNzItNTh8MA==
1224,中級4,昼戦,27,MXwyNzItOS0yMjQtNzItNTg7MTg4LTgtNDQtODAtMzA1OzM3NS03LTIyNC03Mi01ODszNjktMTQtMjI0LTcyLTU4OzIwMTU0LTEzLTQ0LTgwLTMwNXww
1224,中級4,昼戦,28,MXwxNzMtOS0yMjktMzE2LTY4OzE2NC04LTQ0LTgwLTMwNTszMDctNy0zMjEtMjI0LTY4OzIyOS0xNC00NC04MC0zMDU7Mzg3LTEzLTQ0LTc2LTMwNXww
1224,中級4,昼戦,29,MXwzOTgtOS00NC04MC0zMDU7MTA0MS04LTMzMS04MC0zMDU7MjAxOTktNy0yMjktMjI0LTY4OzI1My0xNC0yMjktMjI0LTY4OzM1MS0xMy00NC04MC0zMDV8MA==
1224,中級4,昼戦,30,MXw3OS05LTIyOS0yMjQtMjU2OzEwMDktOC0yMjQtNzItNTg7MTAxMC03LTIyNC03Mi01ODsxNjAtMTQtNDQtODAtMzA1OzEwMjItMTMtMTQ1LTgwLTMwNXww
1224,中級4,昼戦,31,MXwxNTctOS00NC04MC0zMDU7MTAwMi04LTQ0LTgwLTMwNTszOTctNy00NC04MC0zMDU7MTAwLTE0LTI3Ni03Mi01ODsyODEtMTMtNDQtODAtMzA1fDA=
1224,中級4,昼戦,32,MXwyMDA4OS05LTIyOS0xMjMtNjg7NzctOC0yMjktMjI0LTQwMDszNTAtNy00NC04MC0zMDU7MzY2LTE0LTQ0LTgwLTMwNTs2LTEzLTMwNS0zNDYtNDB8MA==
1224,中級4,昼戦,33,MXwyNDgtOS0yNDYtNzItNDA7MTY1LTgtNDQtODAtMzA1OzEwMjEtNy0yMjktMjI0LTE0OTsyNjMtMTQtMjI5LTIyNC02ODsyOTItMTMtMjI5LTIyNC02OHww
1224,中級4,昼戦,34,MXwzNzAtOS0yMjQtNzItNTg7OTktOC0yMjQtNzItNTg7MzMxLTctMzA1LTcyLTQwOzM4My0xNC0yMjQtNzItNTg7Mzg2LTEzLTIyOS0yMjQtNjh8MA==
1224,中級4,昼戦,35,MXwzNzktOS0yMjQtNzItNTg7MjY5LTgtMzA1LTcyLTQwOzMzMi03LTMwNS03Mi00MDszNTItMTQtNDQtODAtMzA1OzIwMi0xMy0zMDUtNzItNDB8MA==
1224,中級4,昼戦,36,MXwxODUtOS0yMjktMjI0LTk0OzIwOC04LTIyOS0yMjQtNjg7MTQtNy0yMjQtMTk1LTQwOzM1NC0xNC0yMjQtNzItNTg7MTY4LTEzLTIyNC03Mi01OHww
1224,中級4,昼戦,37,MXwzLTktMTY0LTcyLTQwOzE1LTgtMjQ1LTcyLTU4OzIzOC03LTIyOS0yMjQtNjg7MzQ2LTE0LTMwNS03Mi00MDszNTgtMTMtMjI0LTcyLTU4fDA=
1224,中級4,昼戦,38,MXwxMS05LTI5MS03Mi01ODs5OC04LTMwNS03Mi00MDsxMDQ0LTctMjI5LTIyNC02ODsxMTMtMTQtMTk0LTcyLTU4OzEwMzMtMTMtMjI5LTI1Mi02OHww
1224,中級4,昼戦,39,MXwyNDQtOS0yMjQtNzItNDA7MjU0LTgtMzQxLTIyNC02ODszOTYtNy0yMjktMjI0LTY4OzExMi0xNC0yMjktMjI0LTY4OzEwOS0xMy0yMjktMjI0LTY4fDA=
1224,中級4,昼戦,40,MXwzMzktOS0yMjktMjI0LTY4OzE0MC04LTIyNC03Mi01ODs4Mi03LTIyOS0yNTctNjg7MTA0MC0xNC0yMjktMzI2LTY4OzE1Ni0xMy00NC03Ni0zMDV8MA==
1224,中級4,昼戦,41,MXwzMjYtOS00NC04MC0zMDU7MTIzLTgtMzAyLTcyLTU4OzE1My03LTQ0LTgwLTMwNTsxNTUtMTQtNDQtODAtMzA1OzIzMi0xMy0yMjQtNzItNTh8MA==
1224,中級4,昼戦,42,MXwxNjItOS00NC04MC0zMDU7Mzk1LTgtMjI5LTIyNC02ODszNDUtNy0yMjktMjI0LTY4OzEwMjUtMTQtNDQtMTg2LTMwNTsxNTgtMTMtNDQtODAtMzA1fDA=
1224,中級4,昼戦,43,MXwxODktOS00NC04MC0zMDU7MTY3LTgtMjI0LTcyLTU4OzEzMi03LTIyNC03Mi01ODsyNzUtMTQtMjI5LTIyNC02ODszMDktMTMtMzA1LTcyLTQwfDA=
1224,中級4,昼戦,44,MXwzNjctOS00NC04MC0zMDU7MzAyLTgtNDQtODAtMzA1OzMyMi03LTIyNC03Mi01ODszNjgtMTQtNDQtODAtMzA1OzI3Ny0xMy0yMjQtNzItNTh8MA==
1224,中級4,昼戦,45,MXwxNDktOS0yMjktMjI0LTY4Ozg2LTgtMjI5LTI5MC02ODsyMTAtNy0zMDUtNzItNDA7MzYyLTE0LTIyOS0yMjQtNjg7MjQwLTEzLTIyOS0yMjQtNjh8MA==
1224,中級4,昼戦,46,MXwyNzYtOS0yMjktMjI0LTY4OzE4Ni04LTIyNC03Mi01ODsxMzktNy0zNDQtNzItNDA7MTQxLTE0LTIyNC03Mi01ODsyODMtMTMtNDQtODAtMzA1fDA=
1224,中級4,昼戦,47,MXwxMDI2LTktMjI5LTE4NS02ODsyNjQtOC0yMjktMjI0LTY4OzMxOS03LTIyOS0yMjQtNjg7MzI1LTE0LTQ0LTgwLTMwNTsyNDktMTMtMjI5LTIyNC02OHww
1224,中級4,昼戦,48,MXwyOTktOS00NC04MC0zMDU7MTk1LTgtMjI5LTIyNC02ODsxMjEtNy0yMjktMjI0LTY4Ozg0LTE0LTIyOS0yMjQtMTYyOzExMC0xMy0yMjktMTUwLTY4fDA=
1224,中級4,昼戦,49,MXw5LTktMjY3LTcyLTQwOzI3OC04LTQ0LTgwLTMwNTsyNzEtNy0yMjktMjI0LTY4Ozc4LTE0LTIyOS0yMjQtNjg7MTkwLTEzLTQ0LTgwLTMwNXww
1224,中級4,昼戦,50,MXw4NS05LTIyOS0yMjQtNjg7MzAwLTgtMjI5LTIyNC02ODsxMTEtNy0zNjItMjI0LTY4OzMyMS0xNC00NC04MC0zMDU7OTAtMTMtMjI0LTcyLTU4fDA=
