地区ID,地区名,戦闘形式,人形ID,種類,人形,レベル,改造,リンク数,最大HP,会心率,会心ダメージ,破甲,火力,命中,回避,射速,防御,弾薬数,修復,好感度,誓約,スキル1,スキル2,装備1,装備2,装備3,作戦能力,ダメージ予測 (1-Fairy),ダメージ予測 (2-Fairy),ダメージ予測 (3-Fairy),ダメージ予測 (4-Fairy),順位
1218,初級8,昼戦,20159,SG,RMB-93 Mod,115,3,5,1235,40%,150%,15,35,33,23,29,35,4,47,100,0,8,10,専用装備 (5-Star),散弾用閃光弾 (5-Star),SFライト (5-Star),8631,539,647,755,863,41
1218,初級8,昼戦,20026,SMG,Gr MP5 Mod,115,3,5,900,5%,150%,8,53,40,148,90,0,0,30,100,0,10,4,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7116,533,640,747,853,42
1218,初級8,昼戦,20143,SMG,RO635 Mod,115,3,5,1035,25%,150%,15,25,41,135,97,0,0,30,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),サイレンサー (5-Star),7081,531,637,743,849,43
1218,初級8,昼戦,20103,SMG,UMP45 Mod,115,3,5,970,30%,175%,15,51,30,130,83,0,0,34,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7064,529,635,741,847,44
1218,初級8,昼戦,20101,SMG,UMP9 Mod,115,3,5,900,25%,175%,15,57,33,138,87,0,0,30,100,0,5,5,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),6971,522,627,731,836,45
1218,初級8,昼戦,20001,HG,コルトSAA Mod,115,2,5,410,40%,150%,15,39,53,113,49,0,0,25,100,0,10,8,サイレンサー (5-Star),信号弾 (5-Star),X外骨格 (5-Star),3787,520,624,728,833,46
1218,初級8,昼戦,294,HG,ウェブリー,100,0,5,430,40%,150%,15,31,70,116,56,0,0,24,100,0,10,0,サイレンサー (5-Star),信号弾 (5-Star),X外骨格 (5-Star),3710,510,612,714,816,47
1218,初級8,昼戦,20104,SMG,Gr G36c Mod,115,3,5,1080,5%,150%,15,44,29,114,80,0,0,35,100,0,10,10,専用装備 (5-Star),信号弾 (5-Star),ホロサイト (5-Star),6775,508,609,711,813,48
1218,初級8,昼戦,142,HG,Five-seven,100,0,5,315,20%,150%,15,33,60,137,65,0,0,17,100,0,8,0,専用装備 (5-Star),信号弾 (5-Star),X外骨格 (5-Star),3691,507,609,710,812,49
1218,初級8,昼戦,163,SG,AA-12,100,0,5,1345,40%,150%,15,55,47,10,35,33,5,48,100,0,8,0,防弾ベスト (5-Star),専用装備 (5-Star),ホロサイト (5-Star),7898,493,592,691,789,50
1218,初級8,昼戦,323,SG,LTLX7000,100,0,5,1375,88%,150%,15,25,35,10,28,36,5,49,100,0,10,0,防弾ベスト (5-Star),散弾用閃光弾 (5-Star),オプティカル (5-Star),7548,471,566,660,754,51
1218,初級8,昼戦,250,HG,HS2000,100,0,5,360,40%,150%,15,35,65,102,61,0,0,21,100,0,10,0,サイレンサー (5-Star),信号弾 (5-Star),-,3426,471,565,659,753,52
1218,初級8,昼戦,20154,SG,M500 Mod,115,3,5,1345,40%,164%,15,35,43,9,40,33,4,51,100,0,10,10,防弾ベスト (5-Star),バードショット (5-Star),専用装備 (5-Star),7467,466,560,653,746,53
1218,初級8,昼戦,398,SG,Stevens620,100,0,5,1265,40%,140%,15,32,14,13,39,35,5,45,100,0,10,0,防弾ベスト (5-Star),バードショット (5-Star),暗視装備 (5-Star),7058,441,529,617,705,54
1218,初級8,昼戦,387,SG,TPS,100,0,5,1265,40%,140%,15,31,16,13,45,34,6,45,100,0,10,0,防弾ベスト (5-Star),バードショット (5-Star),暗視装備 (5-Star),7017,438,526,613,701,55
1218,初級8,昼戦,350,SG,FO-12,100,0,5,1280,40%,140%,15,33,15,11,48,34,5,46,150,1,10,0,防弾ベスト (5-Star),バードショット (5-Star),暗視装備 (5-Star),6880,430,516,602,688,56
1218,初級8,昼戦,20094,SMG,64式 Mod,115,3,5,900,25%,150%,15,30,33,119,93,0,0,26,100,0,4,4,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),5705,427,513,599,684,57
1218,初級8,昼戦,366,SG,SPAS-15,100,0,5,1320,40%,140%,15,37,15,9,46,34,3,47,100,0,10,0,防弾ベスト (5-Star),バードショット (5-Star),暗視装備 (5-Star),6783,423,508,593,678,58
1218,初級8,昼戦,351,SG,M26-MASS,100,0,5,1265,40%,140%,15,37,16,13,42,33,5,47,100,0,4,0,防弾ベスト (5-Star),バードショット (5-Star),暗視装備 (5-Star),6755,422,506,591,675,59
1218,初級8,昼戦,397,SG,Stevens520,100,0,5,1210,40%,140%,15,34,15,14,43,34,5,43,100,0,4,0,防弾ベスト (5-Star),バードショット (5-Star),暗視装備 (5-Star),6684,417,501,584,668,60
1218,初級8,昼戦,302,SG,ディフェンダー,100,0,5,1235,70%,150%,15,55,14,16,27,29,8,44,100,0,8,0,防弾ベスト (5-Star),専用装備 (5-Star),暗視装備 (5-Star),6581,411,493,575,658,61
1218,初級8,昼戦,391,SMG,82式,100,0,5,1075,25%,180%,15,37,13,99,82,0,0,29,100,0,10,0,集中チップ (5-Star),-,サイレンサー (5-Star),5449,408,490,572,653,62
1218,初級8,昼戦,20021,SMG,PPSh-41 Mod,115,3,5,1035,70%,150%,8,59,12,85,94,0,0,30,100,0,4,4,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),5419,406,487,568,650,63
1218,初級8,昼戦,345,MG,MG338,100,0,5,870,5%,150%,195,110,38,28,125,0,9,9,100,0,10,0,徹甲弾 (5-Star),-,固定銃架 (5-Star),6493,405,486,568,649,64
1218,初級8,昼戦,276,MG,Kord,100,0,5,990,5%,150%,195,115,34,23,110,0,9,10,100,0,10,0,徹甲弾 (5-Star),-,固定銃架 (5-Star),6400,400,480,560,640,65
1218,初級8,昼戦,341,SMG,SP9,100,0,5,1100,25%,180%,15,40,14,83,79,0,0,30,100,0,9,0,集中チップ (5-Star),-,サイレンサー (5-Star),5087,381,457,534,610,66
1218,初級8,昼戦,401,SMG,P50,100,0,5,950,25%,180%,15,39,14,98,82,0,0,26,100,0,6,0,集中チップ (5-Star),-,サイレンサー (5-Star),4906,367,441,515,588,67
1218,初級8,昼戦,364,SMG,MPK,100,0,5,925,25%,180%,15,42,14,89,68,0,0,25,100,0,10,0,集中チップ (5-Star),-,サイレンサー (5-Star),4577,343,411,480,549,68
1218,初級8,昼戦,20046,RF,Kar98k Mod,120,3,5,445,88%,218%,195,170,103,49,36,0,0,11,200,1,10,10,徹甲弾 (5-Star),専用装備 (5-Star),専用装備 (5-Star),9070,340,408,476,544,69
1218,初級8,昼戦,20039,RF,モシン・ナガン Mod,115,3,5,450,90%,180%,255,172,99,46,36,0,0,11,100,0,8,7,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),8289,310,373,435,497,70
1218,初級8,昼戦,20050,RF,リー・エンフィールド Mod,115,2,5,450,88%,175%,195,150,93,44,41,0,0,11,100,0,10,9,徹甲弾 (5-Star),専用装備 (5-Star),カモフラージュマント (5-Star),7822,293,351,410,469,71
1218,初級8,昼戦,20095,RF,漢陽88式 Mod,115,3,5,520,90%,180%,195,133,72,40,42,0,0,12,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7367,276,331,386,442,72
1218,初級8,昼戦,20230,RF,OBR Mod,115,3,5,430,88%,175%,195,142,90,35,38,0,0,10,100,0,8,7,徹甲弾 (5-Star),専用装備 (5-Star),カモフラージュマント (5-Star),6806,255,306,357,408,73
1218,初級8,昼戦,20053,RF,NTW-20 Mod,115,3,5,475,40%,180%,195,188,86,32,32,0,0,11,100,0,10,10,専用装備 (5-Star),-,専用装備 (5-Star),6380,239,287,334,382,74
1218,初級8,昼戦,20252,RF,KSVK Mod,115,3,5,450,40%,175%,195,183,91,33,32,0,0,11,100,0,10,10,専用装備 (5-Star),-,カモフラージュマント (5-Star),5894,221,265,309,353,75
1218,初級8,昼戦,377,RF,SCAR-H,100,0,5,425,40%,175%,215,125,98,31,41,0,0,9,100,0,10,0,専用装備 (5-Star),-,カモフラージュマント (5-Star),5729,214,257,300,343,76
1218,初級8,昼戦,257,RF,M200,100,0,5,440,40%,175%,195,160,106,35,34,0,0,10,150,1,10,0,徹甲弾 (5-Star),-,カモフラージュマント (5-Star),5648,211,254,296,338,77
1218,初級8,昼戦,266,RF,R93,100,0,5,405,40%,175%,195,140,102,36,39,0,0,9,100,0,4,0,徹甲弾 (5-Star),-,カモフラージュマント (5-Star),5552,208,249,291,333,78
1218,初級8,昼戦,198,RF,カルカノ M91/38,100,0,5,365,40%,175%,195,154,95,47,34,0,0,8,100,0,10,0,徹甲弾 (5-Star),-,カモフラージュマント (5-Star),5434,203,244,285,326,79
1218,初級8,昼戦,348,RF,HS.50,100,0,5,440,40%,175%,195,167,89,31,33,0,0,10,100,0,8,0,徹甲弾 (5-Star),-,カモフラージュマント (5-Star),5404,202,243,283,324,80
1218,初級8,昼戦,20044,RF,SV-98 Mod,111,2,5,425,40%,150%,195,144,84,31,37,0,0,10,100,0,4,4,徹甲弾 (5-Star),-,測距儀 (5-Star),5188,194,233,272,311,81
1218,初級8,昼戦,260,HG,PA-15,100,0,2,140,20%,150%,15,42,69,120,64,0,0,18,100,0,4,0,暗視装備 (5-Star),-,専用装備 (5-Star),1345,184,221,258,295,82
1218,初級8,昼戦,90,HG,FF FNP9,1,0,1,30,20%,150%,15,11,7,11,42,0,0,8,50,0,1,0,-,-,-,134,18,22,25,29,83
1218,初級8,昼戦,24,SMG,PP-2000,1,0,1,80,5%,150%,15,12,2,11,57,0,0,11,50,0,1,0,-,-,-,185,13,16,19,22,84
1224,中級4,昼戦,20046,RF,Kar98k Mod,120,3,5,445,88%,218%,195,170,103,49,36,0,0,11,200,1,10,10,徹甲弾 (5-Star),専用装備 (5-Star),専用装備 (5-Star),9070,1020,1224,1428,1632,1
1224,中級4,昼戦,20039,RF,モシン・ナガン Mod,115,3,5,450,90%,180%,255,172,99,46,36,0,0,11,100,0,8,7,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),8289,932,1119,1305,1492,2
1224,中級4,昼戦,20050,RF,リー・エンフィールド Mod,115,2,5,450,88%,175%,195,150,93,44,41,0,0,11,100,0,10,9,徹甲弾 (5-Star),専用装備 (5-Star),カモフラージュマント (5-Star),7822,879,1055,1231,1407,3
1224,中級4,昼戦,381,RF,M110,100,0,5,420,88%,175%,195,144,75,34,37,0,0,9,100,0,8,0,徹甲弾 (5-Star),オプティカル (5-Star),カモフラージュマント (5-Star),6358,858,1029,1201,1373,4
1224,中級4,昼戦,20053,RF,NTW-20 Mod,115,3,5,475,88%,180%,195,188,86,32,32,0,0,11,100,0,10,10,専用装備 (5-Star),オプティカル (5-Star),専用装備 (5-Star),7607,855,1026,1198,1369,5
1224,中級4,昼戦,20095,RF,漢陽88式 Mod,115,3,5,520,90%,180%,195,133,72,40,42,0,0,12,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7367,828,994,1160,1326,6
1224,中級4,昼戦,20252,RF,KSVK Mod,115,3,5,450,88%,175%,195,183,91,33,32,0,0,11,100,0,10,10,専用装備 (5-Star),オプティカル (5-Star),カモフラージュマント (5-Star),7034,791,949,1107,1266,7
1224,中級4,昼戦,377,RF,SCAR-H,100,0,5,425,88%,175%,215,125,98,31,41,0,0,9,100,0,10,0,専用装備 (5-Star),オプティカル (5-Star),カモフラージュマント (5-Star),6905,776,932,1087,1242,8
1224,中級4,昼戦,20230,RF,OBR Mod,115,3,5,430,88%,175%,195,142,90,35,38,0,0,10,100,0,8,7,徹甲弾 (5-Star),専用装備 (5-Star),カモフラージュマント (5-Star),6806,765,918,1071,1225,9
1224,中級4,昼戦,257,RF,M200,100,0,5,440,88%,175%,195,160,106,35,34,0,0,10,150,1,10,0,徹甲弾 (5-Star),オプティカル (5-Star),カモフラージュマント (5-Star),6780,762,915,1067,1220,10
1224,中級4,昼戦,266,RF,R93,100,0,5,405,88%,175%,195,140,102,36,39,0,0,9,100,0,4,0,徹甲弾 (5-Star),オプティカル (5-Star),カモフラージュマント (5-Star),6726,756,908,1059,1210,11
1224,中級4,昼戦,198,RF,カルカノ M91/38,100,0,5,365,88%,175%,195,154,95,47,34,0,0,8,100,0,10,0,徹甲弾 (5-Star),オプティカル (5-Star),カモフラージュマント (5-Star),6513,732,879,1025,1172,12
1224,中級4,昼戦,183,HG,コンテンダー,100,0,5,330,70%,150%,195,49,110,107,44,0,0,16,100,0,10,0,レッドサイト (5-Star),徹甲弾 (5-Star),X外骨格 (5-Star),4889,672,806,941,1075,13
1224,中級4,昼戦,20044,RF,SV-98 Mod,111,2,5,425,88%,150%,195,144,84,31,37,0,0,10,100,0,4,4,徹甲弾 (5-Star),オプティカル (5-Star),測距儀 (5-Star),5916,665,798,931,1064,14
1224,中級4,昼戦,20114,HG,ウェルロッドMkⅡ Mod,118,3,5,405,40%,150%,8,48,78,135,52,5,0,20,100,0,10,10,SFライト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4823,663,795,928,1061,15
1224,中級4,昼戦,348,RF,HS.50,100,0,5,440,88%,150%,195,167,89,31,33,0,0,10,100,0,8,0,徹甲弾 (5-Star),オプティカル (5-Star),-,5830,655,787,918,1049,16
1224,中級4,昼戦,20037,RF,M14 Mod,115,2,5,430,88%,150%,195,116,77,30,44,0,0,10,100,0,4,4,徹甲弾 (5-Star),オプティカル (5-Star),-,5808,653,784,914,1045,17
1224,中級4,昼戦,20097,HG,M950A Mod,115,3,5,400,40%,150%,8,49,57,145,72,0,0,21,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4706,647,776,905,1035,18
1224,中級4,昼戦,20088,MG,MG3 Mod,115,3,5,1010,35%,150%,565,76,39,23,131,0,40,11,100,0,10,10,専用装備 (5-Star),レッドサイト (5-Star),専用装備 (5-Star),17070,640,768,896,1024,19
1224,中級4,昼戦,20049,RF,56式半 Mod,115,3,5,475,88%,150%,195,126,74,39,37,0,0,11,100,0,10,6,専用装備 (5-Star),オプティカル (5-Star),-,5674,638,765,893,1021,20
1224,中級4,昼戦,20125,MG,Gr MG4 Mod,115,3,5,925,40%,150%,615,96,75,35,139,0,15,10,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),アサルトパック (5-Star),16691,625,751,876,1001,21
1224,中級4,昼戦,20233,HG,Px4 ストーム Mod,115,2,5,380,40%,150%,8,47,77,162,57,0,0,21,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4522,621,746,870,994,22
1224,中級4,昼戦,20282,SG,DP-12 Mod,115,3,5,1325,40%,150%,15,37,36,23,39,36,5,56,100,0,10,10,専用装備 (5-Star),散弾用閃光弾 (5-Star),SFライト (5-Star),9938,621,745,869,993,23
1224,中級4,昼戦,402,RF,マルティニ・ヘンリー,100,0,5,440,88%,150%,195,132,79,42,34,0,0,10,100,0,10,0,徹甲弾 (5-Star),オプティカル (5-Star),-,5383,605,726,847,968,24
1224,中級4,昼戦,20010,HG,PPK Mod,115,3,5,340,50%,150%,8,45,65,164,63,0,0,19,100,0,10,10,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4275,587,705,822,940,25
1224,中級4,昼戦,20008,HG,マカロフ Mod,115,2,5,340,40%,150%,8,43,67,174,61,0,0,19,100,0,10,8,専用装備 (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4210,578,694,810,926,26
1224,中級4,昼戦,20007,HG,スチェッキン Mod,115,3,5,425,70%,150%,8,48,74,92,66,0,0,23,100,0,10,6,レッドサイト (5-Star),ホローポイント弾 (5-Star),専用装備 (5-Star),4202,577,693,808,924,27
1224,中級4,昼戦,242,HG,P22,100,0,5,350,45%,150%,8,45,70,156,62,0,0,17,100,0,10,0,専用装備 (5-Star),ホローポイント弾 (5-Star),X外骨格 (5-Star),4034,554,665,776,887,28
1224,中級4,昼戦,20212,HG,K5 Mod,115,2,5,370,40%,150%,8,41,58,135,62,0,0,21,100,0,8,8,SFライト (5-Star),ホローポイント弾 (5-Star),T外骨格 (5-Star),4031,554,665,775,886,29
1224,中級4,昼戦,20159,SG,RMB-93 Mod,115,3,5,1235,40%,150%,15,35,33,23,29,35,4,47,100,0,8,10,専用装備 (5-Star),散弾用閃光弾 (5-Star),SFライト (5-Star),8631,539,647,755,863,30
1224,中級4,昼戦,20080,MG,M1919A4 Mod,115,3,5,925,35%,170%,515,114,64,25,102,0,14,10,100,0,5,4,専用装備 (5-Star),専用装備 (5-Star),アサルトパック (5-Star),14270,535,642,749,856,31
1224,中級4,昼戦,20001,HG,コルトSAA Mod,115,2,5,410,40%,150%,15,33,53,128,49,0,0,25,100,0,10,8,サイレンサー (5-Star),信号弾 (5-Star),T外骨格 (5-Star),3849,529,635,740,846,32
1224,中級4,昼戦,294,HG,ウェブリー,100,0,5,430,40%,150%,15,25,70,131,56,0,0,24,100,0,10,0,サイレンサー (5-Star),信号弾 (5-Star),T外骨格 (5-Star),3750,515,618,721,825,33
1224,中級4,昼戦,142,HG,Five-seven,100,0,5,315,20%,150%,15,33,60,137,65,0,0,17,100,0,8,0,専用装備 (5-Star),信号弾 (5-Star),X外骨格 (5-Star),3691,507,609,710,812,34
1224,中級4,昼戦,250,HG,HS2000,100,0,5,360,40%,150%,15,35,65,122,61,0,0,21,100,0,10,0,サイレンサー (5-Star),信号弾 (5-Star),X外骨格 (5-Star),3641,500,600,700,801,35
1224,中級4,昼戦,173,MG,PKP,100,0,5,825,35%,150%,515,98,61,27,122,0,15,9,50,0,4,0,特殊徹甲弾 (5-Star),専用装備 (5-Star),アサルトパック (5-Star),13316,499,599,699,798,36
1224,中級4,昼戦,163,SG,AA-12,100,0,5,1345,40%,150%,15,55,47,10,35,33,5,48,100,0,8,0,防弾ベスト (5-Star),専用装備 (5-Star),ホロサイト (5-Star),7898,493,592,691,789,37
1224,中級4,昼戦,400,HG,コルトM1851N,100,0,5,370,40%,150%,15,37,65,135,49,0,0,20,100,0,8,0,サイレンサー (5-Star),信号弾 (5-Star),X外骨格 (5-Star),3579,492,590,688,787,38
1224,中級4,昼戦,323,SG,LTLX7000,100,0,5,1375,40%,140%,15,33,29,10,36,36,5,49,100,0,10,0,防弾ベスト (5-Star),バードショット (5-Star),ホロサイト (5-Star),7651,478,573,669,765,39
1224,中級4,昼戦,4,HG,パイソン,100,0,5,350,60%,150%,15,42,86,117,49,0,0,17,100,0,10,0,サイレンサー (5-Star),-,X外骨格 (5-Star),3455,475,570,665,760,40
1224,中級4,昼戦,374,MG,M240L,100,0,5,875,5%,150%,515,115,50,31,119,0,16,9,100,0,10,0,特殊徹甲弾 (5-Star),ホロサイト (5-Star),アサルトパック (5-Star),12561,471,565,659,753,41
1224,中級4,昼戦,398,SG,Stevens620,100,0,5,1265,40%,140%,15,40,28,13,35,35,5,45,100,0,10,0,防弾ベスト (5-Star),バードショット (5-Star),ホロサイト (5-Star),7514,469,563,657,751,42
1224,中級4,昼戦,387,SG,TPS,100,0,5,1265,40%,140%,15,39,30,13,41,34,6,45,100,0,10,0,防弾ベスト (5-Star),バードショット (5-Star),ホロサイト (5-Star),7509,469,563,657,750,43
1224,中級4,昼戦,20154,SG,M500 Mod,115,3,5,1345,40%,164%,15,35,43,9,40,33,4,51,100,0,10,10,防弾ベスト (5-Star),バードショット (5-Star),専用装備 (5-Star),7467,466,560,653,746,44
1224,中級4,昼戦,350,SG,FO-12,100,0,5,1280,40%,150%,15,41,49,11,32,34,5,46,150,1,10,0,防弾ベスト (5-Star),散弾用閃光弾 (5-Star),ホロサイト (5-Star),7461,466,559,652,746,45
1224,中級4,昼戦,366,SG,SPAS-15,100,0,5,1320,40%,140%,15,45,29,9,42,34,3,47,100,0,10,0,防弾ベスト (5-Star),バードショット (5-Star),ホロサイト (5-Star),7283,455,546,637,728,46
1224,中級4,昼戦,351,SG,M26-MASS,100,0,5,1265,40%,140%,15,45,30,13,38,33,5,47,100,0,4,0,防弾ベスト (5-Star),バードショット (5-Star),ホロサイト (5-Star),7248,453,543,634,724,47
1224,中級4,昼戦,397,SG,Stevens520,100,0,5,1210,40%,140%,15,42,29,14,39,34,5,43,100,0,4,0,防弾ベスト (5-Star),バードショット (5-Star),ホロサイト (5-Star),7180,448,538,628,718,48
1224,中級4,昼戦,302,SG,ディフェンダー,100,0,5,1235,70%,150%,15,55,14,16,27,29,8,44,100,0,8,0,防弾ベスト (5-Star),専用装備 (5-Star),暗視装備 (5-Star),6581,411,493,575,658,49
1224,中級4,昼戦,292,MG,RPK-16,100,0,5,825,5%,150%,515,90,39,36,124,0,15,9,100,0,5,0,特殊徹甲弾 (5-Star),-,アサルトパック (5-Star),10536,395,474,553,632,50
1224,中級4,昼戦,112,MG,ネゲヴ,100,0,5,870,5%,150%,515,89,37,36,134,0,14,9,100,0,8,0,特殊徹甲弾 (5-Star),-,アサルトパック (5-Star),10317,386,464,541,619,51
1224,中級4,昼戦,396,MG,MG15,100,0,5,870,5%,150%,515,111,31,24,98,0,15,9,100,0,4,0,特殊徹甲弾 (5-Star),-,アサルトパック (5-Star),9848,369,443,517,590,52
1224,中級4,昼戦,20065,AR,416 Mod,120,3,5,620,45%,160%,15,117,73,75,79,0,0,10,200,1,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7780,291,350,408,466,53
1224,中級4,昼戦,20055,AR,M4A1 Mod,119,3,5,565,40%,150%,15,93,53,63,100,15,0,9,100,0,10,10,サイレンサー (5-Star),高速弾 (5-Star),専用装備 (5-Star),7625,285,343,400,457,54
1224,中級4,昼戦,20228,SMG,一〇〇式 Mod,115,3,5,1150,25%,100%,15,51,42,111,104,0,0,39,100,0,8,5,チップ (5-Star),専用装備 (5-Star),専用装備 (5-Star),7610,285,342,399,456,55
1224,中級4,昼戦,20115,SMG,スオミ Mod,116,3,5,1125,25%,100%,15,52,44,93,119,0,0,35,200,1,10,10,チップ (5-Star),専用装備 (5-Star),サイレンサー (5-Star),7394,277,332,388,443,56
1224,中級4,昼戦,20122,AR,Gr G11 Mod,120,3,5,620,40%,175%,15,96,66,61,97,0,0,10,200,1,10,10,サイレンサー (5-Star),高速弾 (5-Star),専用装備 (5-Star),7316,274,329,384,438,57
1224,中級4,昼戦,20205,AR,AN-94 Mod,115,3,5,590,68%,125%,15,98,74,52,105,0,0,9,100,0,10,8,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),7168,268,322,376,430,58
1224,中級4,昼戦,20026,SMG,Gr MP5 Mod,115,3,5,900,5%,150%,8,53,40,148,90,0,0,30,100,0,10,4,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7116,266,320,373,426,59
1224,中級4,昼戦,20143,SMG,RO635 Mod,115,3,5,1035,25%,150%,15,25,41,135,97,0,0,30,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),サイレンサー (5-Star),7081,265,318,371,424,60
1224,中級4,昼戦,20103,SMG,UMP45 Mod,115,3,5,970,30%,175%,15,51,30,130,83,0,0,34,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),7064,264,317,370,423,61
1224,中級4,昼戦,20101,SMG,UMP9 Mod,115,3,5,900,25%,175%,15,57,33,138,87,0,0,30,100,0,5,5,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),6971,261,313,365,418,62
1224,中級4,昼戦,20293,AR,AK-15 Mod,116,3,5,590,40%,170%,15,107,57,86,78,0,0,10,100,0,10,10,サイレンサー (5-Star),高速弾 (5-Star),専用装備 (5-Star),6900,258,310,362,414,63
1224,中級4,昼戦,20057,AR,ST AR-15 Mod,115,3,5,535,75%,180%,15,102,67,54,73,0,0,9,100,0,10,10,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),6869,257,309,360,412,64
1224,中級4,昼戦,345,MG,MG338,100,0,5,870,5%,150%,195,110,38,28,125,0,9,9,100,0,10,0,徹甲弾 (5-Star),-,固定銃架 (5-Star),6493,243,292,340,389,65
1224,中級4,昼戦,20206,AR,AK-12 Mod,115,2,5,565,40%,100%,15,101,71,59,105,0,0,9,100,0,7,6,暗視装備 (5-Star),高速弾 (5-Star),チップ (5-Star),6463,242,290,339,387,66
1224,中級4,昼戦,276,MG,Kord,100,0,5,990,5%,150%,195,115,34,23,110,0,9,10,100,0,10,0,徹甲弾 (5-Star),-,固定銃架 (5-Star),6400,240,288,336,384,67
1224,中級4,昼戦,20104,SMG,Gr G36c Mod,115,3,5,1080,5%,150%,15,36,15,114,85,0,0,35,100,0,10,10,専用装備 (5-Star),-,暗視装備 (5-Star),6210,232,279,326,372,68
1224,中級4,昼戦,172,AR,Am RFB,100,0,5,525,78%,118%,15,108,72,52,79,0,0,8,100,0,10,0,専用装備 (5-Star),高速弾 (5-Star),チップ (5-Star),5803,217,261,304,348,69
1224,中級4,昼戦,378,AR,SCAR-L,100,0,5,550,20%,100%,15,98,51,55,103,0,0,8,100,0,10,0,暗視装備 (5-Star),専用装備 (5-Star),チップ (5-Star),5701,213,256,299,342,70
1224,中級4,昼戦,118,AR,9A-91,100,0,5,580,20%,150%,15,88,52,53,103,0,0,9,100,0,10,0,専用装備 (5-Star),高速弾 (5-Star),専用装備 (5-Star),5703,213,256,299,342,71
1224,中級4,昼戦,20094,SMG,64式 Mod,115,3,5,900,25%,150%,15,30,33,119,93,0,0,26,100,0,4,4,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),5705,213,256,299,342,72
1224,中級4,昼戦,20171,AR,リベロール Mod,115,2,5,590,20%,100%,15,104,51,44,93,0,0,9,100,0,10,10,暗視装備 (5-Star),高速弾 (5-Star),チップ (5-Star),5679,212,255,298,340,73
1224,中級4,昼戦,356,AR,A-545,100,0,5,550,20%,100%,15,93,56,52,107,0,0,8,100,0,8,0,暗視装備 (5-Star),高速弾 (5-Star),チップ (5-Star),5653,211,254,296,339,74
1224,中級4,昼戦,20060,AR,AS Val Mod,115,3,5,675,20%,100%,15,84,53,53,101,0,0,11,100,0,10,8,暗視装備 (5-Star),専用装備 (5-Star),チップ (5-Star),5641,211,253,296,338,75
1224,中級4,昼戦,20021,SMG,PPSh-41 Mod,115,3,5,1035,70%,150%,8,59,12,85,94,0,0,30,100,0,4,4,専用装備 (5-Star),専用装備 (5-Star),専用装備 (5-Star),5419,203,243,284,325,76
1224,中級4,昼戦,62,AR,Gr G41,100,0,5,635,20%,150%,15,95,58,60,77,0,0,10,69,0,4,0,暗視装備 (5-Star),高速弾 (5-Star),専用装備 (5-Star),5178,194,233,271,310,77
1224,中級4,昼戦,391,SMG,82式,100,0,5,1075,5%,180%,15,37,13,89,82,0,0,29,100,0,10,0,集中チップ (5-Star),-,暗視装備 (5-Star),5052,189,227,265,303,78
1224,中級4,昼戦,260,HG,PA-15,100,0,2,140,20%,150%,15,42,69,120,64,0,0,18,100,0,4,0,暗視装備 (5-Star),-,専用装備 (5-Star),1345,184,221,258,295,79
1224,中級4,昼戦,341,SMG,SP9,100,0,5,1100,5%,180%,15,40,14,73,79,0,0,30,100,0,9,0,集中チップ (5-Star),-,暗視装備 (5-Star),4675,175,210,245,280,80
1224,中級4,昼戦,361,AR,QBZ-191,100,0,5,605,20%,180%,15,89,54,49,68,0,0,9,100,0,8,0,-,高速弾 (5-Star),集中チップ (5-Star),4616,173,207,242,276,81
1224,中級4,昼戦,338,AR,SIG MCX,100,0,5,580,20%,180%,15,82,60,49,73,0,0,9,100,0,7,0,-,高速弾 (5-Star),集中チップ (5-Star),4593,172,206,241,275,82
